,tmdb_id,imdb_id,film,year,nomination_count,oscar_cat,oscar_win,casts_popularity,crew_popularity,tmdb_vote_average,tmdb_vote_count,director,genre_id_0,genre_id_1,starring_0,starring_1,starring_2,starring_3,producer_0,producer_1,screenplay_0
418,829,tt0071315,Chinatown,1974,11,Best Actor,False,69.99599999999997,17.915,7.9,2562,Roman Polanski,80,18,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,C.O. Erickson,Robert Evans,Robert Towne
419,240,tt0071562,The Godfather Part II,1974,11,Best Actor,False,149.2219999999999,63.14100000000002,8.6,8402,Francis Ford Coppola,18,80,Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton,Francis Ford Coppola,Gray Frederickson,Francis Ford Coppola
420,16153,tt0071115,Alice Doesn't Live Here Anymore,1974,3,Best Actress,True,51.49000000000001,18.33,6.9,275,Martin Scorsese,18,10749,Ellen Burstyn,Kris Kristofferson,Alfred Lutter,Harvey Keitel,David Susskind,Audrey Maas,
421,55909,tt0071334,Claudine,1974,1,Best Actress,False,24.46900000000001,11.559999999999995,7.1,20,John Berry,18,10749,Diahann Carroll,James Earl Jones,Lawrence Hilton-Jacobs,Tamu Blackwell,Hannah Weinstein,,
422,829,tt0071315,Chinatown,1974,11,Best Actress,False,69.99599999999997,17.915,7.9,2562,Roman Polanski,80,18,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,C.O. Erickson,Robert Evans,Robert Towne
423,27094,tt0071746,Lenny,1974,6,Best Actress,False,33.31200000000001,20.790000000000006,7.3,148,Bob Fosse,18,,Dustin Hoffman,Valerie Perrine,Jan Miner,Stanley Beck,Robert Greenhut,Marvin Worth,Julian Barry
424,29845,tt0072417,A Woman under the Influence,1974,2,Best Actress,False,32.03000000000001,18.555000000000003,7.8,270,John Cassavetes,18,,Gena Rowlands,Peter Falk,Fred Draper,Lady Rowlands,Sam Shaw,,John Cassavetes
425,829,tt0071315,Chinatown,1974,11,Best Director,False,69.99599999999997,17.915,7.9,2562,Roman Polanski,80,18,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,C.O. Erickson,Robert Evans,Robert Towne
426,1675,tt0070460,Day for Night,1974,4,Best Director,False,36.102,19.382000000000005,7.9,375,François Truffaut,35,18,Jacqueline Bisset,Jean-Pierre Léaud,Jean-Pierre Aumont,Valentina Cortese,Marcel Berbert,,François Truffaut
427,240,tt0071562,The Godfather Part II,1974,11,Best Director,True,149.2219999999999,63.14100000000002,8.6,8402,Francis Ford Coppola,18,80,Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton,Francis Ford Coppola,Gray Frederickson,Francis Ford Coppola
428,27094,tt0071746,Lenny,1974,6,Best Director,False,33.31200000000001,20.790000000000006,7.3,148,Bob Fosse,18,,Dustin Hoffman,Valerie Perrine,Jan Miner,Stanley Beck,Robert Greenhut,Marvin Worth,Julian Barry
429,29845,tt0072417,A Woman under the Influence,1974,2,Best Director,False,32.03000000000001,18.555000000000003,7.8,270,John Cassavetes,18,,Gena Rowlands,Peter Falk,Fred Draper,Lady Rowlands,Sam Shaw,,John Cassavetes
430,829,tt0071315,Chinatown,1974,11,Best Picture,False,69.99599999999997,17.915,7.9,2562,Roman Polanski,80,18,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,C.O. Erickson,Robert Evans,Robert Towne
431,592,tt0071360,The Conversation,1974,3,Best Picture,False,44.01500000000001,34.54500000000003,7.6,1055,Francis Ford Coppola,80,18,Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,Francis Ford Coppola,,Francis Ford Coppola
432,240,tt0071562,The Godfather Part II,1974,11,Best Picture,True,149.2219999999999,63.14100000000002,8.6,8402,Francis Ford Coppola,18,80,Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton,Francis Ford Coppola,Gray Frederickson,Francis Ford Coppola
433,27094,tt0071746,Lenny,1974,6,Best Picture,False,33.31200000000001,20.790000000000006,7.3,148,Bob Fosse,18,,Dustin Hoffman,Valerie Perrine,Jan Miner,Stanley Beck,Robert Greenhut,Marvin Worth,Julian Barry
434,5919,tt0072308,The Towering Inferno,1974,8,Best Picture,False,80.26099999999995,41.47200000000004,7.1,584,John Guillermin,28,53,Steve McQueen,Paul Newman,William Holden,Faye Dunaway,Irwin Allen,,Stirling Silliphant
435,16153,tt0071115,Alice Doesn't Live Here Anymore,1974,3,Best Original Screenplay,False,51.49000000000001,18.33,6.9,275,Martin Scorsese,18,10749,Ellen Burstyn,Kris Kristofferson,Alfred Lutter,Harvey Keitel,David Susskind,Audrey Maas,
436,829,tt0071315,Chinatown,1974,11,Best Original Screenplay,True,69.99599999999997,17.915,7.9,2562,Roman Polanski,80,18,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,C.O. Erickson,Robert Evans,Robert Towne
437,592,tt0071360,The Conversation,1974,3,Best Original Screenplay,False,44.01500000000001,34.54500000000003,7.6,1055,Francis Ford Coppola,80,18,Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,Francis Ford Coppola,,Francis Ford Coppola
438,1675,tt0070460,Day for Night,1974,4,Best Original Screenplay,False,36.102,19.382000000000005,7.9,375,François Truffaut,35,18,Jacqueline Bisset,Jean-Pierre Léaud,Jean-Pierre Aumont,Valentina Cortese,Marcel Berbert,,François Truffaut
439,42448,tt0071598,Harry and Tonto,1974,2,Best Original Screenplay,False,28.375,10.878999999999998,7.2,53,Paul Mazursky,12,35,Art Carney,Herbert Berghof,Ellen Burstyn,Geraldine Fitzgerald,Paul Mazursky,,
440,42451,tt0071155,The Apprenticeship of Duddy Kravitz,1974,1,Best Adapted Screenplay,False,32.319000000000024,10.895999999999995,6.1,14,Ted Kotcheff,18,,Richard Dreyfuss,Henry Ramer,Alan Rosenthal,Susan Friedman,John Kemeny,,Mordecai Richler
441,240,tt0071562,The Godfather Part II,1974,11,Best Adapted Screenplay,True,149.2219999999999,63.14100000000002,8.6,8402,Francis Ford Coppola,18,80,Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton,Francis Ford Coppola,Gray Frederickson,Francis Ford Coppola
442,27094,tt0071746,Lenny,1974,6,Best Adapted Screenplay,False,33.31200000000001,20.790000000000006,7.3,148,Bob Fosse,18,,Dustin Hoffman,Valerie Perrine,Jan Miner,Stanley Beck,Robert Greenhut,Marvin Worth,Julian Barry
443,4176,tt0071877,Murder on the Orient Express,1974,6,Best Adapted Screenplay,False,64.26400000000001,18.860000000000007,7.2,879,Sidney Lumet,18,53,Albert Finney,Lauren Bacall,Martin Balsam,Ingrid Bergman,John Brabourne,Richard B. Goodwin,Paul Dehn
444,3034,tt0072431,Young Frankenstein,1974,2,Best Adapted Screenplay,False,62.225,51.240000000000045,7.9,2275,Mel Brooks,35,,Gene Wilder,Teri Garr,Marty Feldman,Peter Boyle,Michael Gruskoff,,Gene Wilder
445,16561,tt0073766,The Sunshine Boys,1975,4,Best Actor,False,39.617,22.13500000000001,6.7,62,Herbert Ross,35,,Walter Matthau,George Burns,Richard Benjamin,Lee Meredith,Ray Stark,,
446,510,tt0073486,One Flew over the Cuckoo's Nest,1975,9,Best Actor,True,71.71000000000002,39.05000000000003,8.4,7637,Miloš Forman,18,,Jack Nicholson,Louise Fletcher,Danny DeVito,William Redfield,Saul Zaentz,Michael Douglas,Bo Goldman
447,968,tt0072890,Dog Day Afternoon,1975,6,Best Actor,False,69.29199999999999,25.144000000000005,7.8,1922,Sidney Lumet,80,18,Al Pacino,John Cazale,Charles Durning,Chris Sarandon,Martin Bregman,Robert Greenhut,Frank Pierson
448,48364,tt0073345,The Man in the Glass Booth,1975,1,Best Actor,False,20.539000000000005,10.917999999999996,6.5,14,Arthur Hiller,28,18,Maximilian Schell,Lois Nettleton,Lawrence Pressman,Luther Adler,Ely A. Landau,,Edward Anhalt
449,174713,tt0073053,"Give 'em Hell, Harry!",1975,1,Best Actor,False,2.843,0.6,5.0,3,Steve Binder,,,James Whitmore,,,,,,
450,1829,tt0073114,The Story of Adele H.,1975,1,Best Actress,False,16.098,19.248,6.9,113,François Truffaut,18,36,Isabelle Adjani,Bruce Robinson,Sylvia Marriott,Joseph Blatchley,Marcel Berbert,,François Truffaut
451,11326,tt0073812,Tommy,1975,2,Best Actress,False,29.138000000000005,14.440999999999999,6.5,188,Ken Russell,18,10402,Roger Daltrey,Oliver Reed,Ann-Margret Olsson,Elton John,Robert Stigwood,Ken Russell,Ken Russell
452,510,tt0073486,One Flew over the Cuckoo's Nest,1975,9,Best Actress,True,71.71000000000002,39.05000000000003,8.4,7637,Miloš Forman,18,,Jack Nicholson,Louise Fletcher,Danny DeVito,William Redfield,Saul Zaentz,Michael Douglas,Bo Goldman
453,42256,tt0073098,Hedda,1975,1,Best Actress,False,9.664,0.98,7.3,6,Trevor Nunn,,,Patrick Stewart,Glenda Jackson,,,,,
454,42257,tt0073107,Hester Street,1975,1,Best Actress,False,15.81,3.696,6.8,14,Joan Micklin Silver,18,10749,Carol Kane,Steven Keats,Doris Roberts,Joanna Merlin,Raphael D. Silver,,Joan Micklin Silver
455,7857,tt0071129,Amarcord,1975,3,Best Director,False,27.241000000000003,17.816,8.0,690,Federico Fellini,35,18,Bruno Zanin,Armando Brancia,Pupella Maggio,Giuseppe Ianigro,Franco Cristaldi,,Federico Fellini
456,3175,tt0072684,Barry Lyndon,1975,7,Best Director,False,58.233,28.79300000000001,8.0,1830,Stanley Kubrick,18,10749,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Stanley Kubrick,,Stanley Kubrick
457,968,tt0072890,Dog Day Afternoon,1975,6,Best Director,False,69.29199999999999,25.144000000000005,7.8,1922,Sidney Lumet,80,18,Al Pacino,John Cazale,Charles Durning,Chris Sarandon,Martin Bregman,Robert Greenhut,Frank Pierson
458,3121,tt0073440,Nashville,1975,5,Best Director,False,66.50900000000001,36.343000000000025,7.3,223,Robert Altman,18,10402,David Arkin,Barbara Baxley,Ned Beatty,Karen Black,Robert Altman,Scott Bushnell,Joan Tewkesbury
459,510,tt0073486,One Flew over the Cuckoo's Nest,1975,9,Best Director,True,71.71000000000002,39.05000000000003,8.4,7637,Miloš Forman,18,,Jack Nicholson,Louise Fletcher,Danny DeVito,William Redfield,Saul Zaentz,Michael Douglas,Bo Goldman
460,3175,tt0072684,Barry Lyndon,1975,7,Best Picture,False,58.233,28.79300000000001,8.0,1830,Stanley Kubrick,18,10749,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Stanley Kubrick,,Stanley Kubrick
461,968,tt0072890,Dog Day Afternoon,1975,6,Best Picture,False,69.29199999999999,25.144000000000005,7.8,1922,Sidney Lumet,80,18,Al Pacino,John Cazale,Charles Durning,Chris Sarandon,Martin Bregman,Robert Greenhut,Frank Pierson
462,578,tt0073195,Jaws,1975,4,Best Picture,False,59.12300000000002,44.655,7.6,7271,Steven Spielberg,27,53,Roy Scheider,Richard Dreyfuss,Robert Shaw,Lorraine Gary,Richard D. Zanuck,David Brown,Peter Benchley
463,3121,tt0073440,Nashville,1975,5,Best Picture,False,66.50900000000001,36.343000000000025,7.3,223,Robert Altman,18,10402,David Arkin,Barbara Baxley,Ned Beatty,Karen Black,Robert Altman,Scott Bushnell,Joan Tewkesbury
464,510,tt0073486,One Flew over the Cuckoo's Nest,1975,9,Best Picture,True,71.71000000000002,39.05000000000003,8.4,7637,Miloš Forman,18,,Jack Nicholson,Louise Fletcher,Danny DeVito,William Redfield,Saul Zaentz,Michael Douglas,Bo Goldman
465,7857,tt0071129,Amarcord,1975,3,Best Original Screenplay,False,27.241000000000003,17.816,8.0,690,Federico Fellini,35,18,Bruno Zanin,Armando Brancia,Pupella Maggio,Giuseppe Ianigro,Franco Cristaldi,,Federico Fellini
466,139851,tt0072307,And Now My Love,1975,1,Best Original Screenplay,False,17.616,12.755999999999995,5.7,12,Claude Lelouch,18,10749,Marthe Keller,André Dussollier,Charles Denner,Carla Gravina,,,Claude Lelouch
467,968,tt0072890,Dog Day Afternoon,1975,6,Best Original Screenplay,True,69.29199999999999,25.144000000000005,7.8,1922,Sidney Lumet,80,18,Al Pacino,John Cazale,Charles Durning,Chris Sarandon,Martin Bregman,Robert Greenhut,Frank Pierson
468,92285,tt0073293,Lies My Father Told Me,1975,1,Best Original Screenplay,False,10.564999999999998,5.01,6.0,2,Ján Kadár,18,,Yossi Yadin,Len Birman,Marilyn Lightstone,Jeff Lynas,,,
469,31121,tt0073692,Shampoo,1975,4,Best Original Screenplay,False,63.13300000000002,18.258,6.1,123,Hal Ashby,35,18,Warren Beatty,Julie Christie,Goldie Hawn,Lee Grant,Warren Beatty,,
470,3175,tt0072684,Barry Lyndon,1975,7,Best Adapted Screenplay,False,58.233,28.79300000000001,8.0,1830,Stanley Kubrick,18,10749,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Stanley Kubrick,,Stanley Kubrick
471,983,tt0073341,The Man Who Would Be King,1975,4,Best Adapted Screenplay,False,32.65800000000001,17.811,7.5,376,John Huston,12,18,Sean Connery,Michael Caine,Christopher Plummer,Saeed Jaffrey,William Hill,John Foreman,John Huston
472,510,tt0073486,One Flew over the Cuckoo's Nest,1975,9,Best Adapted Screenplay,True,71.71000000000002,39.05000000000003,8.4,7637,Miloš Forman,18,,Jack Nicholson,Louise Fletcher,Danny DeVito,William Redfield,Saul Zaentz,Michael Douglas,Bo Goldman
473,47848,tt0072037,Scent of a Woman,1975,6,Best Adapted Screenplay,False,17.912,2.858,7.7,135,Dino Risi,18,,Vittorio Gassman,Alessandro Momo,Agostina Belli,Moira Orfei,,,
474,16561,tt0073766,The Sunshine Boys,1975,4,Best Adapted Screenplay,False,39.617,22.13500000000001,6.7,62,Herbert Ross,35,,Walter Matthau,George Burns,Richard Benjamin,Lee Meredith,Ray Stark,,
475,103,tt0075314,Taxi Driver,1976,4,Best Actor,False,88.77900000000002,52.875000000000036,8.2,7992,Martin Scorsese,80,18,Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Julia Phillips,Michael Phillips,
476,10774,tt0074958,Network,1976,10,Best Actor,True,61.62500000000003,16.336999999999996,7.9,1098,Sidney Lumet,18,,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Fred C. Caruso,Howard Gottfried,Paddy Chayefsky
477,37550,tt0075040,Seven Beauties,1976,4,Best Actor,False,12.927999999999999,13.861999999999998,7.8,76,Lina Wertmüller,35,18,Giancarlo Giannini,Fernando Rey,Shirley Stoler,Elena Fiore,Giancarlo Giannini,Arrigo Colombo,
478,10774,tt0074958,Network,1976,10,Best Actor,False,61.62500000000003,16.336999999999996,7.9,1098,Sidney Lumet,18,,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Fred C. Caruso,Howard Gottfried,Paddy Chayefsky
479,1366,tt0075148,Rocky,1976,10,Best Actor,False,79.19099999999997,64.34000000000003,7.8,5327,John G. Avildsen,18,28,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Irwin Winkler,Robert Chartoff,Sylvester Stallone
480,5618,tt0072826,"Cousin, Cousine",1976,3,Best Actress,False,31.277000000000022,9.039999999999996,6.5,21,Jean-Charles Tacchella,35,10749,Marie-Christine Barrault,Victor Lanoux,Marie-France Pisier,Guy Marchand,Daniel Toscan du Plantier,,Danièle Thompson
481,10774,tt0074958,Network,1976,10,Best Actress,True,61.62500000000003,16.336999999999996,7.9,1098,Sidney Lumet,18,,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Fred C. Caruso,Howard Gottfried,Paddy Chayefsky
482,1366,tt0075148,Rocky,1976,10,Best Actress,False,79.19099999999997,64.34000000000003,7.8,5327,John G. Avildsen,18,28,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Irwin Winkler,Robert Chartoff,Sylvester Stallone
483,7340,tt0074285,Carrie,1976,2,Best Actress,False,56.08300000000002,39.070000000000036,7.2,2546,Brian De Palma,27,53,Sissy Spacek,Piper Laurie,Amy Irving,William Katt,Paul Monash,,Lawrence D. Cohen
484,29454,tt0074147,Face to Face,1976,2,Best Actress,False,26.414,14.497999999999998,7.1,63,Ingmar Bergman,18,14,Liv Ullmann,Erland Josephson,Aino Taube,Gunnar Björnstrand,Dino De Laurentiis,Lars-Owe Carlberg,
485,891,tt0074119,All the President's Men,1976,8,Best Director,False,102.24599999999992,36.40000000000004,7.7,1168,Alan J. Pakula,18,36,Robert Redford,Dustin Hoffman,Jack Warden,Martin Balsam,Walter Coblenz,,William Goldman
486,29454,tt0074147,Face to Face,1976,2,Best Director,False,26.414,14.497999999999998,7.1,63,Ingmar Bergman,18,14,Liv Ullmann,Erland Josephson,Aino Taube,Gunnar Björnstrand,Dino De Laurentiis,Lars-Owe Carlberg,
487,10774,tt0074958,Network,1976,10,Best Director,False,61.62500000000003,16.336999999999996,7.9,1098,Sidney Lumet,18,,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Fred C. Caruso,Howard Gottfried,Paddy Chayefsky
488,1366,tt0075148,Rocky,1976,10,Best Director,True,79.19099999999997,64.34000000000003,7.8,5327,John G. Avildsen,18,28,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Irwin Winkler,Robert Chartoff,Sylvester Stallone
489,37550,tt0075040,Seven Beauties,1976,4,Best Director,False,12.927999999999999,13.861999999999998,7.8,76,Lina Wertmüller,35,18,Giancarlo Giannini,Fernando Rey,Shirley Stoler,Elena Fiore,Giancarlo Giannini,Arrigo Colombo,
490,891,tt0074119,All the President's Men,1976,8,Best Picture,False,102.24599999999992,36.40000000000004,7.7,1168,Alan J. Pakula,18,36,Robert Redford,Dustin Hoffman,Jack Warden,Martin Balsam,Walter Coblenz,,William Goldman
491,42232,tt0074235,Bound for Glory,1976,6,Best Picture,False,79.20899999999995,21.86000000000001,7.0,40,Hal Ashby,10402,,David Carradine,Ronny Cox,Melinda Dillon,Gail Strickland,Harold Leventhal,Robert F. Blumofe,Robert Getchell
492,10774,tt0074958,Network,1976,10,Best Picture,False,61.62500000000003,16.336999999999996,7.9,1098,Sidney Lumet,18,,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Fred C. Caruso,Howard Gottfried,Paddy Chayefsky
493,1366,tt0075148,Rocky,1976,10,Best Picture,True,79.19099999999997,64.34000000000003,7.8,5327,John G. Avildsen,18,28,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Irwin Winkler,Robert Chartoff,Sylvester Stallone
494,103,tt0075314,Taxi Driver,1976,4,Best Picture,False,88.77900000000002,52.875000000000036,8.2,7992,Martin Scorsese,80,18,Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Julia Phillips,Michael Phillips,
495,891,tt0074119,All the President's Men,1976,8,Best Adapted Screenplay,True,102.24599999999992,36.40000000000004,7.7,1168,Alan J. Pakula,18,36,Robert Redford,Dustin Hoffman,Jack Warden,Martin Balsam,Walter Coblenz,,William Goldman
496,42232,tt0074235,Bound for Glory,1976,6,Best Adapted Screenplay,False,79.20899999999995,21.86000000000001,7.0,40,Hal Ashby,10402,,David Carradine,Ronny Cox,Melinda Dillon,Gail Strickland,Harold Leventhal,Robert F. Blumofe,Robert Getchell
497,42236,tt0074291,Fellini's Casanova,1976,2,Best Adapted Screenplay,False,21.302000000000003,18.997000000000003,7.2,128,Federico Fellini,18,36,Donald Sutherland,Tina Aumont,Cicely Browne,Carmen Scarpitta,Alberto Grimaldi,,Federico Fellini
498,29578,tt0075194,The Seven-per-cent Solution,1976,2,Best Adapted Screenplay,False,37.62200000000001,25.23900000000002,6.4,60,Herbert Ross,53,9648,Alan Arkin,Vanessa Redgrave,Robert Duvall,Nicol Williamson,Herbert Ross,,Nicholas Meyer
499,75641,tt0075406,Voyage of the Damned,1976,3,Best Adapted Screenplay,False,101.169,26.75400000000001,6.1,33,Stuart Rosenberg,18,10752,Faye Dunaway,Oskar Werner,Lee Grant,Sam Wanamaker,Robert Fryer,,Steve Shagan
500,5618,tt0072826,"Cousin, Cousine",1976,3,Best Original Screenplay,False,31.277000000000022,9.039999999999996,6.5,21,Jean-Charles Tacchella,35,10749,Marie-Christine Barrault,Victor Lanoux,Marie-France Pisier,Guy Marchand,Daniel Toscan du Plantier,,Danièle Thompson
501,1723,tt0074554,The Front,1976,1,Best Original Screenplay,False,23.25800000000001,11.076,6.9,94,Martin Ritt,35,18,Woody Allen,Michael Murphy,Herschel Bernardi,Andrea Marcovicci,Robert Greenhut,Martin Ritt,Walter Bernstein
502,10774,tt0074958,Network,1976,10,Best Original Screenplay,True,61.62500000000003,16.336999999999996,7.9,1098,Sidney Lumet,18,,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Fred C. Caruso,Howard Gottfried,Paddy Chayefsky
503,1366,tt0075148,Rocky,1976,10,Best Original Screenplay,False,79.19099999999997,64.34000000000003,7.8,5327,John G. Avildsen,18,28,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Irwin Winkler,Robert Chartoff,Sylvester Stallone
504,37550,tt0075040,Seven Beauties,1976,4,Best Original Screenplay,False,12.927999999999999,13.861999999999998,7.8,76,Lina Wertmüller,35,18,Giancarlo Giannini,Fernando Rey,Shirley Stoler,Elena Fiore,Giancarlo Giannini,Arrigo Colombo,
505,703,tt0075686,Annie Hall,1977,5,Best Actor,False,124.5779999999998,37.98400000000003,7.8,2878,Woody Allen,35,18,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Charles H. Joffe,Jack Rollins,Woody Allen
506,37258,tt0075995,Equus,1977,3,Best Actor,False,31.856000000000005,8.751999999999999,7.2,87,Sidney Lumet,18,9648,Richard Burton,Peter Firth,Joan Plowright,Harry Andrews,Elliott Kastner,Lester Persky,
507,14741,tt0076095,The Goodbye Girl,1977,5,Best Actor,True,61.737000000000016,12.034999999999995,6.9,97,Herbert Ross,35,10749,Richard Dreyfuss,Marsha Mason,Quinn Cummings,Paul Benedict,Roger M. Rothstein,Ray Stark,
508,42229,tt0076085,A Special Day,1977,2,Best Actor,False,19.786000000000005,14.771999999999995,8.2,431,Ettore Scola,18,10749,Sophia Loren,Marcello Mastroianni,John Vernon,Françoise Berd,Carlo Ponti,,
509,11009,tt0076666,Saturday Night Fever,1977,1,Best Actor,False,47.99300000000001,15.937999999999995,6.7,1313,John Badham,18,10402,John Travolta,Karen Lynn Gorney,Barry Miller,Joseph Cali,Robert Stigwood,,Norman Wexler
510,61280,tt0076843,The Turning Point,1977,11,Best Actress,False,34.931000000000004,9.344,6.5,32,Herbert Ross,18,10749,Anne Bancroft,Shirley MacLaine,Tom Skerritt,Mikhail Baryshnikov,Herbert Ross,Arthur Laurents,
511,42222,tt0076245,Julia,1977,11,Best Actress,False,40.51000000000001,16.444999999999997,6.4,77,Fred Zinnemann,18,,Jane Fonda,Vanessa Redgrave,Jason Robards,Maximilian Schell,Richard A. Roth,,Alvin Sargent
512,703,tt0075686,Annie Hall,1977,5,Best Actress,True,124.5779999999998,37.98400000000003,7.8,2878,Woody Allen,35,18,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Charles H. Joffe,Jack Rollins,Woody Allen
513,61280,tt0076843,The Turning Point,1977,11,Best Actress,False,34.931000000000004,9.344,6.5,32,Herbert Ross,18,10749,Anne Bancroft,Shirley MacLaine,Tom Skerritt,Mikhail Baryshnikov,Herbert Ross,Arthur Laurents,
514,14741,tt0076095,The Goodbye Girl,1977,5,Best Actress,False,61.737000000000016,12.034999999999995,6.9,97,Herbert Ross,35,10749,Richard Dreyfuss,Marsha Mason,Quinn Cummings,Paul Benedict,Roger M. Rothstein,Ray Stark,
515,703,tt0075686,Annie Hall,1977,5,Best Director,True,124.5779999999998,37.98400000000003,7.8,2878,Woody Allen,35,18,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Charles H. Joffe,Jack Rollins,Woody Allen
516,840,tt0075860,Close Encounters of the Third Kind,1977,9,Best Director,False,81.76699999999991,69.34,7.4,2926,Steven Spielberg,878,18,Richard Dreyfuss,François Truffaut,Teri Garr,Melinda Dillon,Clark L. Paylow,Julia Phillips,
517,42222,tt0076245,Julia,1977,11,Best Director,False,40.51000000000001,16.444999999999997,6.4,77,Fred Zinnemann,18,,Jane Fonda,Vanessa Redgrave,Jason Robards,Maximilian Schell,Richard A. Roth,,Alvin Sargent
518,11,tt0076759,Star Wars,1977,10,Best Director,False,159.05499999999986,70.35199999999999,8.2,15363,George Lucas,12,28,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Gary Kurtz,Rick McCallum,
519,61280,tt0076843,The Turning Point,1977,11,Best Director,False,34.931000000000004,9.344,6.5,32,Herbert Ross,18,10749,Anne Bancroft,Shirley MacLaine,Tom Skerritt,Mikhail Baryshnikov,Herbert Ross,Arthur Laurents,
520,703,tt0075686,Annie Hall,1977,5,Best Picture,True,124.5779999999998,37.98400000000003,7.8,2878,Woody Allen,35,18,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Charles H. Joffe,Jack Rollins,Woody Allen
521,14741,tt0076095,The Goodbye Girl,1977,5,Best Picture,False,61.737000000000016,12.034999999999995,6.9,97,Herbert Ross,35,10749,Richard Dreyfuss,Marsha Mason,Quinn Cummings,Paul Benedict,Roger M. Rothstein,Ray Stark,
522,42222,tt0076245,Julia,1977,11,Best Picture,False,40.51000000000001,16.444999999999997,6.4,77,Fred Zinnemann,18,,Jane Fonda,Vanessa Redgrave,Jason Robards,Maximilian Schell,Richard A. Roth,,Alvin Sargent
523,11,tt0076759,Star Wars,1977,10,Best Picture,False,159.05499999999986,70.35199999999999,8.2,15363,George Lucas,12,28,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Gary Kurtz,Rick McCallum,
524,61280,tt0076843,The Turning Point,1977,11,Best Picture,False,34.931000000000004,9.344,6.5,32,Herbert Ross,18,10749,Anne Bancroft,Shirley MacLaine,Tom Skerritt,Mikhail Baryshnikov,Herbert Ross,Arthur Laurents,
525,37258,tt0075995,Equus,1977,3,Best Adapted Screenplay,False,31.856000000000005,8.751999999999999,7.2,87,Sidney Lumet,18,9648,Richard Burton,Peter Firth,Joan Plowright,Harry Andrews,Elliott Kastner,Lester Persky,
526,66092,tt0076172,I Never Promised You a Rose Garden,1977,1,Best Adapted Screenplay,False,56.886,8.474,6.7,17,Anthony Page,18,,Kathleen Quinlan,Bibi Andersson,Ben Piazza,Lorraine Gary,Michael Hausman,Edgar J. Scherick,Gavin Lambert
527,42222,tt0076245,Julia,1977,11,Best Adapted Screenplay,True,40.51000000000001,16.444999999999997,6.4,77,Fred Zinnemann,18,,Jane Fonda,Vanessa Redgrave,Jason Robards,Maximilian Schell,Richard A. Roth,,Alvin Sargent
528,24032,tt0076489,"Oh, God!",1977,1,Best Adapted Screenplay,False,61.06900000000002,10.238999999999997,6.3,71,Carl Reiner,14,35,John Denver,George Burns,Teri Garr,Donald Pleasence,Jerry Weintraub,,Larry Gelbart
529,5781,tt0075824,That Obscure Object of Desire,1977,2,Best Adapted Screenplay,False,33.89200000000002,25.18300000000001,7.5,211,Luis Buñuel,35,18,Carole Bouquet,Ángela Molina,Fernando Rey,Milena Vukotić,Serge Silberman,,Luis Buñuel
530,703,tt0075686,Annie Hall,1977,5,Best Original Screenplay,True,124.5779999999998,37.98400000000003,7.8,2878,Woody Allen,35,18,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Charles H. Joffe,Jack Rollins,Woody Allen
531,14741,tt0076095,The Goodbye Girl,1977,5,Best Original Screenplay,False,61.737000000000016,12.034999999999995,6.9,97,Herbert Ross,35,10749,Richard Dreyfuss,Marsha Mason,Quinn Cummings,Paul Benedict,Roger M. Rothstein,Ray Stark,
